Business Name,CouponID,Cat,naicCode,naicDesc,endDate,couponUrl,weblink,thmImg,logoImg,street,city,zip,phone,coupon text,Expirtation,Terms
RANCHO DE TIA ROSA,1192917,108,72211AAO,FULL-SVC RSTRNTS - MEXICAN,2013-12-31,http://www.valpak.com/coupons/printable/RANCHO-DE-TIA-ROSA/50465?slugId=1192917&vpref=vpcomLX,http://www.ranchodetiarosa.com,http://www.valpak.com/img/slug/3177138597401.jpg,http://www.valpak.com/img/print/3177138597401.jpg,891 N HIGLEY RD,Gilbert,85234,(480)396-8787,FREE Kids Meal - With One Paid Adult Entree,2013-04-18,"[""Coupon valid at 891 N. Higley Rd. location only."", ""With coupon only."", ""Coupons may not be combined with any other offer."", ""Coupon valid at this location only."", ""Coupon void if altered.""]"
YOGURTINI,1109897,108,722213AAG,SNACK & NONALCOHOLIC BEVERAGE BARS-YOGURT,2013-06-05,http://www.valpak.com/coupons/printable/YOGURTINI/53535?slugId=1109897&vpref=vpcomLX,http://www.yogurtini.com/,http://www.valpak.com/img/slug/3173138522201.jpg,http://www.valpak.com/img/print/3173138522201.jpg,14175 W Indian School Rd,Goodyear,85395,(623)234-4988,Frozen Yogurt Coupon - 15% OFF Entire Yogurt Purchase!,2013-04-18,"[""Coupon for discount on frozen yogurt accepted only at Yogurtini in Goodyear Arizona."", ""With coupon only."", ""Not valid with any other coupon."", ""Coupon valid at this location only."", ""Coupon void if altered.""]"
MINT THAI CAFE,1187076,108,72211AAY,FULL-SVC RSTRNTS - THAI,2013-12-31,http://www.valpak.com/coupons/printable/MINT-THAI-CAFE/36714?slugId=1187076&vpref=vpcomLX,,http://www.valpak.com/img/slug/3177131033501.jpg,http://www.valpak.com/img/print/3177131033501.jpg,"1111 N GILBERT RD., #101-103",Gilbert,85234,(480)497-5366,$3 OFF Lunch with order over $20,2013-04-18,"[""Beer & wine excluded."", ""One coupon per party."", ""With coupon only."", ""Coupon void if altered.""]"
RED DEVIL ITALIAN & PIZZERA RESTAURANT,1186083,108,72211AAD,FULL-SVC RSTRNTS - PIZZA,2014-03-30,http://www.valpak.com/coupons/printable/RED-DEVIL-PIZZA-BISTRO/46813?slugId=1186083&vpref=vpcomLX,http://www.reddevilrestaurant.com,http://www.valpak.com/img/slug/3173136523801.jpg,http://www.valpak.com/img/print/3173136523801.jpg,"18185 N 83rd Ave, Ste 113",Glendale,85308,(602)572-4700,Italian Restaurant Catering Coupon!,2013-04-18,"[""Includes 1 full pan lasagna, 1 full pan garden salad & 24 Italian rolls for $126.99. Plates, napkins, plastic ware, butter & 2 salad dressings included in Glendale AZ. Delivery fee & tax not included."", ""One coupon per party."", ""With coupon only."", ""Not valid with any other coupon."", ""Must present coupon at time of order."", ""Coupon void if altered.""]"
THE EGG I AM,1185802,108,72211AAF,FULL-SVC RSTRNTS - BREAKFAST,2013-12-31,http://www.valpak.com/coupons/printable/THE-EGG-I-AM/38918?slugId=1185802&vpref=vpcomLX,,http://www.valpak.com/img/slug/3177136993801.jpg,http://www.valpak.com/img/print/3177136993801.jpg,10155 E VIA LINDA,Scottsdale,85258,(480)451-3447,1/2 OFF Purchase 1 Entree & Receive 50% off your 2nd Entree,2013-04-18,"[""Monday-Friday Only."", ""One coupon per party."", ""Coupons may not be combined with any other offer."", ""With Valpak® coupon only."", ""Coupon void if altered.""]"
Dickeys Barbecue Pit,1185770,108,72211ABC,FULL-SVC RSTRNTS - BARBECUE,2013-12-31,http://www.valpak.com/coupons/printable/Dickeys-Barbecue-Pit/38794?slugId=1185770&vpref=vpcomLX,,http://www.valpak.com/img/slug/3177131034801.jpg,http://www.valpak.com/img/print/3177131034801.jpg,7337 E. SHEA BLVD,Scottsdale,85260,(480)368-5569,"Sandwich Combo: Sandwich, Side & Drink $6.49",2013-04-18,"[""Offer good only at Scottsdale location. Not valid with any other promos, coupons, offers or daily specials."", ""Not valid on mobile site."", ""Coupon void if altered.""]"
WINDY CITY CAFE,1175819,108,7221,FULL-SERVICE RESTAURANTS,2014-02-28,http://www.valpak.com/coupons/printable/WINDY-CITY-CAFE/34749?slugId=1175819&vpref=vpcomLX,http://www.windycitycafetempe.com,http://www.valpak.com/img/slug/3173136493301.jpg,http://www.valpak.com/img/print/3173136493301.jpg,1815 E Elliot Rd,Tempe,85284,(480)345-2233,Restaurant Coupon- 10% OFF Breakfast at Windy City Cafe in Tempe!,2013-04-18,"[""Discount valid only at Windy City Cafe in Tempe, Arizona! Buy 1 breakfast entree, get 1 of equal or lesser value HALF OFF!"", ""With coupon only."", ""Coupons may not be combined with any other offer."", ""Coupon void if altered.""]"
PAPA MURPHY'S SURPRISE,1178565,108,72211AADPAP,FULL-SVC RSTRNTS - PIZZA - (PAPA MURPHYS),2014-03-31,http://www.valpak.com/coupons/printable/PAPA-MURPHYS/35362?slugId=1178565&vpref=vpcomLX,With Minimum $20.00 Purchase,http://www.valpak.com/img/slug/3173136546501.jpg,http://www.valpak.com/img/print/3173136546501.jpg,"15557 W Bell Rd, #407",Surprise,85374,(623)214-4888,$11 Coupon for Large Stuffed Pizza at Papa Murphy's!,2013-04-18,"[""$2 more for family size. Limited time only. Limit 3 pizzas. Coupon cannot be sold, transferred or duplicated."", ""With coupon only."", ""Not valid with any other offer."", ""Coupon valid at this location only."", ""Coupon void if altered.""]"
"SALERNO'S RESTAURANT, CARRY OUT & CATERING",1185782,108,72211AAD,FULL-SVC RSTRNTS - PIZZA,2013-12-31,http://www.valpak.com/coupons/printable/SALERNOS-RESTAURANT-PIZZERIA/7636?slugId=1185782&vpref=vpcomLX,http://www.salernospizzaaz.com,http://www.valpak.com/img/slug/3177130081801.jpg,http://www.valpak.com/img/print/3177130081801.jpg,3921 E. GUADALUPE RD,Gilbert,85234,(480)892-0040,$7.50 Lunch Specials! Tuesday - Saturday 11am-2pm,2013-04-18,"[""huge selection of sandwiches, homemade baked pastas & more! Choice of soup, dinner salad, garlic bread or French fries."", ""Coupon void if altered.""]"
Cogburn's Big Wings,1190589,108,722211AAB,LIMITED-SVC RSTRNTS - CHICKEN,2013-12-31,http://www.valpak.com/coupons/printable/Cogburns-Big-Wings/39728?slugId=1190589&vpref=vpcomLX,http://www.cogburnsbar.com,http://www.valpak.com/img/slug/3177137081101.jpg,http://www.valpak.com/img/print/3177137081101.jpg,4902 S. Val Vista Dr.,Gilbert,85298,(480)855-3288,$5 OFF Any Order of $20 or more,2013-04-18,"[""Does not include tax or alcohol."", ""One coupon per customer."", ""One coupon per party."", ""Not valid with any other offer."", ""With Valpak® coupon only."", ""Coupon void if altered.""]"
CHIZONA'S PIZZA,1191113,108,72211AAD,FULL-SVC RSTRNTS - PIZZA,2013-12-31,http://www.valpak.com/coupons/printable/CHIZONAS-PIZZA/72192?slugId=1191113&vpref=vpcomLX,,http://www.valpak.com/img/slug/3177141070001.jpg,http://www.valpak.com/img/print/3177141070001.jpg,8418 E Mcdonald Dr,Scottsdale,85250,(480)596-9797,"$16.95 - 2 Medium 14"" Cheese Pizzas",2013-04-18,"[""Additional toppings $1.75 each"", ""Must present coupon at time of order."", ""Coupon void if altered.""]"
PAPA MURPHY'S AVONDALE,1178558,108,722211,LIMITED-SERVICE RESTAURANTS,2014-03-31,http://www.valpak.com/coupons/printable/PAPA-MURPHYS/42063?slugId=1178558&vpref=vpcomLX,http://www.papamurphys.com,http://www.valpak.com/img/slug/3173137410201.jpg,http://www.valpak.com/img/print/3173137410201.jpg,1809 N Dysart Rd,Avondale,85392,(623)935-7117,Coupon for $3 OFF Family Size Pizza or $2 OFF Large Pizza!,2013-04-18,"[""Papa Murphy's in Avondale, AZ. For limited time. Limit 3."", ""With Valpak® coupon only."", ""Coupon valid at this location only."", ""Coupon void if altered.""]"
Piza Pizza,1185745,108,72211AAD,FULL-SVC RSTRNTS - PIZZA,2013-12-31,http://www.valpak.com/coupons/printable/Piza-Pizza/38956?slugId=1185745&vpref=vpcomLX,,http://www.valpak.com/img/slug/3177131035601.jpg,http://www.valpak.com/img/print/3177131035601.jpg,7049 E. McDOWELL RD,Scottsdale,85257,(480)946-2927,"16"" X-LRG PIZZA W/2 TOPPINGS, 20 WINGS & 2 LITER $16.99",2013-12-31,"[""limited delivery area."", ""With coupon only."", ""Not valid with any other coupon."", ""Coupon void if altered.""]"
PANDA GARDEN,1190584,108,72211AAP,FULL-SVC RSTRNTS - ORIENTAL,2013-12-31,http://www.valpak.com/coupons/printable/PANDA-GARDEN/35999?slugId=1190584&vpref=vpcomLX,http://www.pandagardenaz.com,http://www.valpak.com/img/slug/3177136497401.jpg,http://www.valpak.com/img/print/3177136497401.jpg,4730 E. WARNER RD.,Phoenix,85044,(480)598-9018,Dine-In Special Buy 1 Dinner Entree Receive 1 entree 1/2 OFF,2013-04-18,"[""of equal or lesser value"", ""With coupon only."", ""Coupon void if altered.""]"
PING'S CAFE,1044792,108,72211ABB,FULL-SVC RSTRNTS - CHINESE,2013-06-30,http://www.valpak.com/coupons/printable/PINGS-CAFE/35955?slugId=1044792&vpref=vpcomLX,,http://www.valpak.com/img/slug/3177134990301.jpg,http://www.valpak.com/img/print/3177134990301.jpg,17115 E. SHEA BLVD.,Fountain Hills,85268,(480)816-1827,50% OFF Lunch or Dinner,2013-04-18,"[""Purchase any lunch or dinner at regualr price and receive the second of equal or lesser value at 1/2 Price. Limited time offer."", ""One coupon per party."", ""Coupons may not be combined with any other offer."", ""Coupon void if altered.""]"
COLD STONE CREAMERY,1185768,108,722213AAE,SNACK & NONALCOHOLIC BEVERAGE BARS-ICE CREAM PARLOR,2013-12-31,http://www.valpak.com/coupons/printable/COLD-STONE-CREAMERY/24590?slugId=1185768&vpref=vpcomLX,http://www.coldstonecreamery.com,http://www.valpak.com/img/slug/3177135089401.jpg,http://www.valpak.com/img/print/3177135089401.jpg,3330 S. McCLINTOCK DR,Tempe,85282,(480)650-1452,"FREE Buy 1 ""LOVE IT"" create your own size, get a ""LIKE IT"" size free",2013-04-18,"[""(1 scoop + 1 mix) Served in a cup, waffle products extra. No substitutions. One coupon per visit."", ""Coupons may not be combined with any other offer."", ""With Valpak® coupon only."", ""Coupon valid at this location only."", ""Coupon void if altered.""]"
KEEP IT SIMPLE RESTAURANT,1135954,108,7222,LIMITED-SERVICE RESTAURANTS,2013-09-18,http://www.valpak.com/coupons/printable/KEEP-IT-SIMPLE-RESTAURANT/59282?slugId=1135954&vpref=vpcomLX,,http://www.valpak.com/img/slug/3173139276901.jpg,http://www.valpak.com/img/print/3173139276901.jpg,13803 N 19th Ave,Phoenix,85023,(602)296-5935,Coupon for FREE Regular Drink With Any Food Purchase!,2013-04-18,"[""Coupon for FREE drink valid with purchase of any food at Keep It Simple Restaurant in Phoenix Arizona!"", ""One coupon per customer."", ""With coupon only."", ""Coupons may not be combined with any other offer."", ""Coupon void if altered.""]"
CORBIN'S BAR & GRILL,1165960,108,72241AAB,DRINKING PLACES (ALCOHOLIC BEVERAGES) - PUBS,2014-01-31,http://www.valpak.com/coupons/printable/CORBINS-BAR-GRILL/32243?slugId=1165960&vpref=vpcomLX,http://www.corbinsbarandgrill.com,http://www.valpak.com/img/slug/3173136124601.jpg,http://www.valpak.com/img/print/3173136124601.jpg,8729 N Central Ave,Phoenix,85020,(602)466-3201,Dinner or Lunch Special - FREE Entree at Corbin's Bar & Grill!,2013-04-18,"[""Buy one Entree and Two Beverages, and Receive one Entree of Equal or Lesser Value FREE! Max Value $10. One Coupon per Table. Not Valid with any Happy Hour Food or In-House Promotions. Come in Today!"", ""One coupon per party."", ""Coupons may not be combined with any other offer."", ""With Valpak® coupon only."", ""Not valid on mobile site."", ""Coupon void if altered.""]"
FAMOUS RAYS PIZZA,1019577,108,72211AAD,FULL-SVC RSTRNTS - PIZZA,2013-12-31,http://www.valpak.com/coupons/printable/FAMOUS-RAYS-PIZZA/26927?slugId=1019577&vpref=vpcomLX,http://www.rayspizzaaz.com,http://www.valpak.com/img/slug/3177133423401.jpg,http://www.valpak.com/img/print/3177133423401.jpg,1804 S. SIGNAL BUTTE RD.,Mesa,85209,(480)380-9446,50% OFF - Subs or Dinners,2013-04-18,"[""Buy and Sub or Dinner, get the second of equal or lesser value at 50% OFF"", ""One coupon per customer."", ""Coupons may not be combined with any other offer."", ""Not valid with any other offer."", ""With Valpak® coupon only."", ""Coupon void if altered.""]"
EMPIRE ASIAN BISTRO,1187931,108,72211ABB,FULL-SVC RSTRNTS - CHINESE,2013-12-31,http://www.valpak.com/coupons/printable/EMPIRE-ASIAN-BISTRO/50989?slugId=1187931&vpref=vpcomLX,,http://www.valpak.com/img/slug/3177138796501.jpg,http://www.valpak.com/img/print/3177138796501.jpg,7641 E Guadalupe Rd,Mesa,85212,(480)354-8958,"Buy 1, get 1 Half Off",2013-04-18,"[""Equal or lesser value. With purchase of 2 beverages."", ""One coupon per customer."", ""One coupon per party."", ""Coupons may not be combined with any other offer."", ""With Valpak® coupon only."", ""Must present coupon at time of order."", ""Coupon void if altered.""]"
MADRAS ANANDA BHAVAN,1172006,108,72211AAL,FULL-SVC RSTRNTS - INDIAN,2014-01-31,http://www.valpak.com/coupons/printable/MADRAS-ANANDA-BHAVAN/44299?slugId=1172006&vpref=vpcomLX,http://www.anandabhavanaz.com,http://www.valpak.com/img/slug/3173137739001.jpg,http://www.valpak.com/img/print/3173137739001.jpg,"3227 E Bell Rd, Ste D105",Phoenix,85032,(602)923-0743,"Restaurant Coupon-50% OFF Coupon-Buy 1 Buffet, Get 2nd Buffet 50% OFF!",2013-04-18,"[""Buffet Coupon valid at Madras Ananda Bhavan Indian Food in Phoenix, AZ only. Mon-Wed only."", ""One coupon per customer."", ""With coupon only."", ""Not valid with any other coupon."", ""Coupon void if altered.""]"
LONG WONG'S  AT THE FIREHOUSE - TEMPE,1185738,108,72241AAB,DRINKING PLACES (ALCOHOLIC BEVERAGES) - PUBS,2013-12-31,http://www.valpak.com/coupons/printable/LONG-WONGS-AT-THE-FIREHOUSE/5963?slugId=1185738&vpref=vpcomLX,http://www.longwongstempe.com,http://www.valpak.com/img/slug/3177128981501.jpg,http://www.valpak.com/img/print/3177128981501.jpg,1639 E. APACHE BLVD,Tempe,85281,(480)894-2200,"Buy 1 Dozen Wings, Get 6 FREE",2013-04-18,"[""VALID ONLY AT LONG WONG'S AT THE FIREHOUSE IN TEMPE"", ""One coupon per party."", ""Coupons may not be combined with any other offer."", ""With Valpak® coupon only."", ""Coupon void if altered.""]"
ROSATI'S PIZZA,1179256,108,72211AAD,FULL-SVC RSTRNTS - PIZZA,2014-03-31,http://www.valpak.com/coupons/printable/ROSATIS-PIZZA/51196?slugId=1179256&vpref=vpcomLX,http://www.rosatispizza.com,http://www.valpak.com/img/slug/3173138932301.jpg,http://www.valpak.com/img/print/3173138932301.jpg,18555 N 59th Ave,Glendale,85308,,Pizza Coupon - $2 OFF Any Rosati's Pizza!,2013-04-18,"[""Coupon for discount on pizza valid at Rosati's Pizza in Glendale AZ only. Pizza coupon discount valid for pizza delivery, pizza take-out or pizza Dine-In. Additional pizza delivery charge may apply."", ""With coupon only."", ""Coupons may not be combined with any other offer."", ""Must present coupon at time of order."", ""Coupon valid at this location only."", ""Coupon void if altered.""]"
BUCA di BEPPO ITALIAN RESTAURANT,1166161,108,72211AAB,FULL-SVC RSTRNTS - ITALIAN,2013-04-28,http://www.valpak.com/coupons/printable/BUCA-di-BEPPO-ITALIAN-RESTAURA/66150?slugId=1166161&vpref=vpcomLX,http://www.bucadibeppo.com,http://www.valpak.com/img/slug/3147138145201.jpg,http://www.valpak.com/img/print/3147138145201.jpg,90 Yorktown Shopping Ctr,Lombard,60148,(630)932-7673,$10 OFF Any Purchase of $20 or more @ Buca di Beppo,2013-04-28,"[""Min. purchase of $20 req. excl. tax/tip/gratuity.  Exc. banquet/group menus, alcohol, gift cards.  VALID FOR DINE IN ONLY.  3VP10  11064000000332."", ""One coupon per party."", ""Not valid with any other offer."", ""With Valpak® coupon only."", ""Must present coupon at time of purchase."", ""Coupon void if altered.""]"
DRAGON WOK,1050078,108,72211AAP,FULL-SVC RSTRNTS - ORIENTAL,2013-09-30,http://www.valpak.com/coupons/printable/DRAGON-WOK/36730?slugId=1050078&vpref=vpcomLX,,http://www.valpak.com/img/slug/3177135283901.jpg,http://www.valpak.com/img/print/3177135283901.jpg,727 W. RAY RD,Gilbert,85233,(480)782-6889,$5 OFF With Purchase of $25,2013-04-18,"[{}, ""Not valid with any other offer."", ""Coupon void if altered.""]"
BIG DADDY'S SPORTS LOUNGE,1180043,108,7221,FULL-SERVICE RESTAURANTS,2014-03-31,http://www.valpak.com/coupons/printable/BIG-DADDYS-SPORTS-LOUNGE/7861?slugId=1180043&vpref=vpcomLX,http://www.bigdaddysaz.com,http://www.valpak.com/img/slug/3173128860601.jpg,http://www.valpak.com/img/print/3173128860601.jpg,10618 N Cave Creek Rd,Phoenix,85020,(602)861-1034,"20% OFF Breakfast, Lunch or Dinner at Big Daddy's Sports Bar & Grill!",2013-04-18,"[""Offer Not Good With Daily Specials"", ""Coupons may not be combined with any other offer."", ""Coupon void if altered.""]"
CRUISIN 4 YOGURT,1159225,108,722213AAG,SNACK & NONALCOHOLIC BEVERAGE BARS-YOGURT,2014-03-31,http://www.valpak.com/coupons/printable/CRUISIN-4-YOGURT/64650?slugId=1159225&vpref=vpcomLX,http://www.cruisin4yogurt.com/,http://www.valpak.com/img/slug/vpcomSlug.gif,http://www.valpak.com/img/print/vpcomPrint.gif,15409 W. GREENWAY RD Ste. 105,Surprise,85374,(623)975-1100,Yogurt Coupon- New Cruisers' Special 20% OFF!,2013-04-18,"[""Your Entire Purchase. Discount Valid at: Cruisin 4 Yogurt 15409 W. Greenway Rd. Ste 105 Surprise, AZ 85374"", ""With coupon only."", ""Not valid with any other offer."", ""Coupon void if altered.""]"
Caribbean Spice,1187927,108,7221,FULL-SERVICE RESTAURANTS,2013-12-31,http://www.valpak.com/coupons/printable/Caribbean-Spice/41443?slugId=1187927&vpref=vpcomLX,https://www.facebook.com/pages/Caribbean-Spice/198463950192384,http://www.valpak.com/img/slug/3177137325001.jpg,http://www.valpak.com/img/print/3177137325001.jpg,219 E BASELINE RD STE. H001,Tempe,85283,(480)361-7445,$1.50 OFF Any Entree of more than $9,2013-04-18,"[{}, ""Coupons may not be combined with any other offer."", ""With Valpak® coupon only."", ""Coupon void if altered.""]"
Dairy Queen/Orange Julius,1189212,108,722213AAEDAQ,SNACK & NONALCOHOLIC BEVERAGE BARS-ICE CREAM PARLOR (DAIRY QUEEN),2013-09-30,http://www.valpak.com/coupons/printable/Dqorange-Julius/71845?slugId=1189212&vpref=vpcomLX,,http://www.valpak.com/img/slug/vpcomSlug.gif,http://www.valpak.com/img/print/vpcomPrint.gif,3303 E QUEEN CREEK ROAD,Gilbert,85297,(480)279-5001,Buy 1 Blizzard Get 2nd one 1/2 OFF,2013-04-18,"[""(of equal or lesser value)"", ""With coupon only."", ""Coupons may not be combined with any other offer."", ""Coupon void if altered.""]"
DENO'S PIZZA,1180381,108,72211AAD,FULL-SVC RSTRNTS - PIZZA,2014-04-30,http://www.valpak.com/coupons/printable/DENOS-PIZZA/13064?slugId=1180381&vpref=vpcomLX,http://www.denospizza.com,http://www.valpak.com/img/slug/3173132720501.jpg,http://www.valpak.com/img/print/3173132720501.jpg,14515 W Grand Avenue,Surprise,85374,(623)975-2600,Pizza Coupon - Medium 2-Topping Pizza + 10 Wings ONLY $14.95!,2013-04-18,"[""Coupon for discount on pizza & wings accepted only at Deno's Pizza in Surprise Arizona. Limit 2 pizza coupons per party."", ""With coupon only."", ""Not valid with any other coupon."", ""Must present coupon at time of order."", ""Coupon void if altered.""]"
COUSINS SUBS,1052002,108,722211AAJCSS,LIMITED-SVC RSTRNTS - SUBS - (COUSIN'S SUB),2013-06-30,http://www.valpak.com/coupons/printable/COUSINS-SUBS/39021?slugId=1052002&vpref=vpcomLX,,http://www.valpak.com/img/slug/3177135393801.jpg,http://www.valpak.com/img/print/3177135393801.jpg,10240 N. 90TH ST.  STE 105,Scottsdale,85258,(480)860-6444,FREE SUB,2013-04-18,"[""Buy 7 1/2\"" Sub,. Chips & Med. Drink & Get a 7 1/2\"" Sub FREE. Valid only at 10240 N. 90th St. Ste. 105"", ""One coupon per customer."", ""Coupons may not be combined with any other offer."", ""Not valid with any other offer."", ""Not valid with any other coupon."", ""Not valid on mobile site."", ""Coupon void if altered.""]"
AUGIE'S SPORTS GRILL,1169735,108,7221,FULL-SERVICE RESTAURANTS,2014-01-30,http://www.valpak.com/coupons/printable/AUGIES-SPORTS-GRILL/17495?slugId=1169735&vpref=vpcomLX,http://www.augiessportsgrill.com,http://www.valpak.com/img/slug/3173133721401.jpg,http://www.valpak.com/img/print/3173133721401.jpg,"15605 West Roosevelt St, Ste 101",Goodyear,85338,(623)932-0001,Coupon- $5 OFF Breakfast or Lunch!,2013-04-18,"[""Buy two Lunches or Breakfast Entrees and Receive $5 OFF your Entire Purchase. (With the Purchase of 2 Beverages) Coupon Valid only 11am -3pm. Discount accepted at: Augie's Sports Grill in Goodyear AZ"", ""One coupon per party."", ""With coupon only."", ""Not valid with any other coupon."", ""Coupon void if altered.""]"
R KIDDS PIZZA & WINGS,1147282,108,72211AAD,FULL-SVC RSTRNTS - PIZZA,2013-10-31,http://www.valpak.com/coupons/printable/R-KIDDS-PIZZA-WINGS/62115?slugId=1147282&vpref=vpcomLX,http://www.rkiddspizzaandwings.com/menu,http://www.valpak.com/img/slug/3173139611401.jpg,http://www.valpak.com/img/print/3173139611401.jpg,3415 W GLENDALE AVE,Phoenix,85051,(602)841-4444,Pizza Coupon- $5 Ready To Go -Large Cheese or Pepperoni Pizza,2013-04-18,"[""Limited Time Offer- Pizza Coupon for Discount at  R Kidds Pizza and Wings at 3415 W. Glendale Ave Phoenix AZ 85051"", ""Coupons may not be combined with any other offer."", ""With Valpak® coupon only."", ""Coupon void if altered.""]"
THE FLAME BROILER,1185803,108,722211AAB,LIMITED-SVC RSTRNTS - CHICKEN,2013-12-31,http://www.valpak.com/coupons/printable/THE-FLAME-BROILER/26110?slugId=1185803&vpref=vpcomLX,,http://www.valpak.com/img/slug/3177135281301.jpg,http://www.valpak.com/img/print/3177135281301.jpg,933 E University Dr,Tempe,85281,(480)967-2232,Buy 1 Get 1 FREE - With Purchase of 2 beverages,2013-04-18,"[{}, ""With coupon only."", ""Not valid with any other offer."", ""Coupon valid at this location only."", ""Coupon void if altered.""]"
NEW CHINA GATE,1192984,108,72211ABB,FULL-SVC RSTRNTS - CHINESE,2013-12-31,http://www.valpak.com/coupons/printable/NEW-CHINA-GATE/38780?slugId=1192984&vpref=vpcomLX,http://www.newchinagate.com,http://www.valpak.com/img/slug/3177131041301.jpg,http://www.valpak.com/img/print/3177131041301.jpg,7730 E Mcdowell Rd,Scottsdale,85257,(480)990-3388,1 FREE Order of Crab Puffs (6),2013-04-18,"[""OR 2 Large Spring Rolls OR 2 Fountain Drinks. Minimum $20 order."", ""Coupon void if altered.""]"
TROPICAL SNO,1117872,108,722213AAE,SNACK & NONALCOHOLIC BEVERAGE BARS-ICE CREAM PARLOR,2013-07-10,http://www.valpak.com/coupons/printable/TROPICAL-SNO/53547?slugId=1117872&vpref=vpcomLX,http://www.tropicalsnoaz.com,http://www.valpak.com/img/slug/vpcomSlug.gif,http://www.valpak.com/img/print/vpcomPrint.gif,16835 N 40th Street,Phoenix,85032,(480)374-0836,"FREE Hawaiin Ice Coupon! Buy 1, Get 1 FREE!",2013-04-18,"[""Coupon valid only at Tropical Sno in Phoenix, AZ!"", ""One coupon per customer."", ""Not valid with any other coupon."", ""With Valpak® coupon only."", ""Coupon void if altered.""]"
MILAGROS RESTAURANT AT FIESTA RESORT,1185740,108,72211AAU,FULL-SVC RSTRNTS - FULL-SVC RSTRNTS,2013-12-31,http://www.valpak.com/coupons/printable/MILAGROS-RESTAURANT-AT-FIESTA/23953?slugId=1185740&vpref=vpcomLX,http://www.fiestaresortcc.com,http://www.valpak.com/img/slug/3177135000401.jpg,http://www.valpak.com/img/print/3177135000401.jpg,2100 S. PRIEST DR,Tempe,85282,(480)967-1441,$5 OFF Any Dining Experience of $20 or more,2013-04-18,"[{}, ""One coupon per party."", ""Coupons may not be combined with any other offer."", ""With Valpak® coupon only."", ""Coupon void if altered.""]"
BARRO'S PIZZA,979270,108,72211AAD,FULL-SVC RSTRNTS - PIZZA,2013-06-30,http://www.valpak.com/coupons/printable/BARROS-PIZZA/24585?slugId=979270&vpref=vpcomLX,http://www.barrospizza.com,http://www.valpak.com/img/slug/3177105081501.jpg,http://www.valpak.com/img/print/3177105081501.jpg,3233 E Chandler Blvd Ste 19,Phoenix,85048,(480)759-4400,$2 OFF Any Large Pizza,2013-04-18,"[{}, ""Coupons may not be combined with any other offer."", ""Coupon void if altered.""]"
FEDERICOS,1142629,108,72211AAO,FULL-SVC RSTRNTS - MEXICAN,2013-10-15,http://www.valpak.com/coupons/printable/FEDERICOS/60984?slugId=1142629&vpref=vpcomLX,http://federicosmexicanfood.com,http://www.valpak.com/img/slug/3173139480201.jpg,http://www.valpak.com/img/print/3173139480201.jpg,820 N 54th Street,Chandler,85226,(602)278-3170,Mexican Food Coupon - FREE Combination Plate!,2013-04-18,"[""Coupon for discount on Mexican food valid with purchase of 1 combination plate of equal or lesser value. Mexican food coupon accepted only at Federico's Mexican Food in Arizona."", ""With coupon only."", ""Not valid with any other coupon."", ""Not valid on mobile site."", ""Coupon void if altered.""]"
DOUBLE DRAGON,1187887,108,72211ABB,FULL-SVC RSTRNTS - CHINESE,2013-12-31,http://www.valpak.com/coupons/printable/DOUBLE-DRAGON/40634?slugId=1187887&vpref=vpcomLX,,http://www.valpak.com/img/slug/vpcomSlug.gif,http://www.valpak.com/img/print/vpcomPrint.gif,1018 N Arizona Ave,Chandler,85225,(480)857-9888,20% OFF Any Order Over $30,2013-04-18,"[{}, ""With coupon only."", ""Coupons may not be combined with any other offer."", ""Coupon void if altered.""]"
